stop_id,stop_name,stop_desc,stop_lat,stop_lon
1077,,,43.0106782,-87.9306844
1076,,,43.0113911,-87.9292914
1075,,,43.0123461,-87.9279277
1074,,,43.0125705,-87.9253394
1073,,,43.0123814,-87.9253533
1071,,,43.0124003,-87.922484
1070,,,43.0716745,-87.9320197
1069,,,43.0123739,-87.9196873
1068,,,43.0123762,-87.9183184
2398,,,43.0401287,-87.9232498
5424,,,42.9594673,-87.8769375
5425,,,42.9601667,-87.8795553
5426,,,42.9613964,-87.8826443
5427,,,42.9625669,-87.8853655
5428,,,42.9632859,-87.8869776
5429,,,42.9607076,-87.8897855
1080,,,43.0076013,-87.9365589
6771,,,43.0436126,-87.9833155
5440,,,42.9594565,-87.9413165
6770,,,43.044207,-87.9807776
5441,,,42.9595172,-87.9460266
6773,,,43.0444079,-87.9897853
5442,,,42.9595463,-87.9483948
6772,,,43.0437373,-87.9864771
4111,,,43.0669412,-88.045703
5443,,,42.9595079,-87.9512846
6775,,,43.0456377,-87.9950848
4112,,,43.0621511,-88.0478886
5444,,,42.9595245,-87.9535747
4113,,,43.059894,-88.0486232
1087,,,42.9982143,-87.9527633
1086,,,42.999669,-87.9503364
1085,,,43.0011033,-87.9479924
1084,,,43.0020468,-87.9464351
1083,,,43.0032459,-87.9444466
1082,,,43.0048054,-87.9417503
1081,,,43.0068335,-87.937961
1079,,,43.0082903,-87.9352043
6766,,,43.0427064,-87.9707951
4103,,,43.0859134,-88.0479084
5434,,,42.9593378,-87.916904
5435,,,42.9593372,-87.9192658
6765,,,43.0425182,-87.9679426
4104,,,43.0825845,-88.0479173
4105,,,43.0807493,-88.0479685
5436,,,42.9593473,-87.9225165
6768,,,43.044226,-87.9755157
4106,,,43.0771273,-88.048013
6767,,,43.0431623,-87.9723516
5437,,,42.9593796,-87.9251835
4107,,,43.0743104,-88.0481142
5438,,,42.9594167,-87.9290162
4108,,,43.0725911,-88.0480418
5439,,,42.9594379,-87.9386266
6769,,,43.0444864,-87.9787364
4109,,,43.0703464,-88.0480574
6780,,,43.0496543,-88.0082718
1091,,,42.9927817,-87.9621687
1090,,,42.9949015,-87.9582507
5450,,,42.9594873,-87.9758361
6782,,,43.0451955,-88.0269062
5451,,,42.959507,-87.9783279
6781,,,43.0438281,-88.0261742
4120,,,43.0529563,-88.0669616
5452,,,42.9595473,-87.9805948
4121,,,43.0497842,-88.0669945
5453,,,42.9595277,-87.9852066
4122,,,43.045835,-88.0670034
6783,,,43.0450488,-88.0301406
5454,,,42.9595165,-87.9882861
4123,,,43.0453463,-88.0647325
5455,,,42.9594982,-87.9914368
4124,,,43.0453734,-88.0624565
1093,,,42.9885937,-87.9680057
1092,,,42.991319,-87.9646289
1089,,,42.9961088,-87.9562512
6777,,,43.0471177,-87.9997962
4114,,,43.0601909,-88.0560245
5445,,,42.9595163,-87.9584553
4115,,,43.0601627,-88.0585481
6776,,,43.0461857,-87.9972147
5446,,,42.9595361,-87.9619971
4116,,,43.060079,-88.0628139
5447,,,42.9595575,-87.9664058
6779,,,43.0488559,-88.0053153
4117,,,43.0600737,-88.0654004
6778,,,43.0479368,-88.001895
5448,,,42.9595377,-87.969437
5449,,,42.9595173,-87.9733651
4118,,,43.0595545,-88.066985
4119,,,43.0570562,-88.0669405
6791,,,43.1832774,-88.0308565
5460,,,42.9594472,-88.0066534
4130,,,43.0412644,-88.0474182
6793,,,43.1824257,-88.0244671
5461,,,42.9586361,-88.0085568
6792,,,43.1831863,-88.0274953
4131,,,43.0384737,-88.0473798
5462,,,42.9567263,-88.0085778
4132,,,43.0346441,-88.0473262
4133,,,43.0325291,-88.0473862
6794,,,43.1810069,-88.024468
6797,,,43.178354,-88.0156848
5465,,,42.9536576,-88.0082479
4134,,,43.0238684,-88.0472849
5466,,,42.9566863,-88.0081755
6796,,,43.177636,-88.0203246
4135,,,43.0220515,-88.047283
5456,,,42.9594674,-87.9949765
4125,,,43.0453942,-88.059975
6787,,,43.0416848,-88.0365336
5457,,,42.9594478,-87.9982169
4126,,,43.0454331,-88.0564675
4127,,,43.0454069,-88.0541334
5458,,,42.9594269,-88.0012369
5459,,,42.9594374,-88.0032357
6789,,,43.1811558,-88.0330739
4129,,,43.0432142,-88.047423
5470,,,42.9592182,-87.9950071
5471,,,42.9592479,-87.9920279
4140,,,43.0117759,-88.0469528
5472,,,42.9592576,-87.9888551
4142,,,43.006406,-88.0470195
5473,,,42.9592456,-87.9855447
5474,,,42.9592852,-87.9819038
8501,,,42.988346,-88.064916
4143,,,43.0046034,-88.0470545
4144,,,43.0008061,-88.0471196
5475,,,42.9592568,-87.9787659
8502,,,42.9882566,-87.9921006
5476,,,42.9593266,-87.9762151
4145,,,42.993902,-88.0471829
5477,,,42.9593479,-87.9737145
4146,,,42.9853677,-88.0474103
200,,,43.0971938,-88.0020855
201,,,43.0971976,-87.999651
202,,,43.0972064,-87.9971864
203,,,43.0971869,-87.9946777
204,,,43.0971977,-87.9921756
205,,,43.0971986,-87.9895839
5467,,,42.9591265,-88.0035074
6799,,,43.1843717,-88.0051002
206,,,43.0969251,-87.9871548
4136,,,43.0202808,-88.0472535
207,,,43.0969074,-87.9856873
6798,,,43.1779386,-88.019891
5468,,,42.9591567,-88.0013242
4137,,,43.0183438,-88.0472892
5469,,,42.9591472,-87.9987574
4138,,,43.0166509,-88.0471562
208,,,43.0747976,-87.8862073
4139,,,43.0137623,-88.0469193
209,,,43.0710794,-87.8900908
5481,,,42.9592678,-87.958826
4150,,,42.9847798,-88.047059
4151,,,42.9935122,-88.0468589
5482,,,42.9593,-87.9539073
5483,,,42.9593161,-87.9508464
4152,,,43.0004382,-88.0467911
4153,,,43.0041728,-88.0467504
5484,,,42.959268,-87.9490954
4154,,,43.0059892,-88.0467224
5485,,,42.9592863,-87.9463146
8512,,,42.9303477,-87.9577465
8513,,,42.9299514,-87.9496249
5486,,,42.9592362,-87.9415743
5487,,,42.9591365,-87.9294554
4156,,,43.0119955,-88.0466353
5488,,,42.9591369,-87.9249675
4157,,,43.0131258,-88.0466105
8511,,,42.9376982,-87.9504638
5480,,,42.9593165,-87.9633758
211,,,42.9960579,-87.9122516
212,,,42.9879759,-87.9099177
213,,,42.9860568,-87.9142152
214,,,42.9883876,-87.9188875
215,,,42.9883407,-87.9238204
216,,,42.9883758,-87.9285971
217,,,42.9883865,-87.9335541
5478,,,42.9592963,-87.9700579
8505,,,42.9909398,-87.947978
4147,,,42.9797254,-88.0475978
8506,,,43.1042445,-87.9343059
218,,,42.9884562,-87.9382961
5479,,,42.9593065,-87.9657266
4149,,,42.9793214,-88.0472444
8503,,,42.9882759,-87.9362272
219,,,42.9886667,-87.9479458
8509,,,42.9913372,-87.9484058
5492,,,42.9590913,-87.9128991
4161,,,43.0216967,-88.0469166
8520,,,43.002521,-88.0507669
5493,,,42.9590456,-87.9099672
4162,,,43.0234596,-88.0469688
5494,,,42.9590165,-87.8999161
4164,,,43.0355462,-88.046796
5495,,,42.9589572,-87.8973061
4165,,,43.0381274,-88.0470316
5496,,,42.9601475,-87.8895672
4166,,,43.0407652,-88.0470993
5497,,,42.9631811,-87.887396
5498,,,42.9624729,-87.8857686
4168,,,43.0659563,-88.045888
5490,,,42.9590772,-87.9190055
4160,,,43.0199849,-88.0469637
5491,,,42.9590864,-87.9172639
220,,,42.9885227,-87.9579252
221,,,42.9884201,-87.9676601
222,,,42.9885678,-87.9776259
223,,,42.9885552,-87.9875746
224,,,42.9884872,-87.9975476
225,,,42.9883858,-88.0073869
226,,,42.9883639,-88.0174255
227,,,42.9883632,-88.0233698
4158,,,43.0162681,-88.0467607
8516,,,42.9624371,-87.909474
5489,,,42.9590875,-87.9225664
228,,,42.9883421,-88.0272062
8517,,,42.9845473,-87.9057169
229,,,42.9882813,-88.0322439
4159,,,43.0181651,-88.0469545
8519,,,42.9737378,-87.8794852
8530,,,43.0075377,-88.0226456
4172,,,43.0455392,-88.0618788
8531,,,42.925875,-87.9389828
4173,,,43.0455302,-88.0642514
7200,,,42.9913315,-87.9188248
4174,,,43.0455131,-88.066471
4175,,,43.0488776,-88.0667799
7202,,,42.9954415,-87.9187449
4176,,,43.0524564,-88.0667753
8534,,,42.959268,-87.877434
4177,,,43.0547778,-88.0667506
7201,,,42.994301,-87.9188136
8532,,,42.9621198,-87.8892152
4178,,,43.0596423,-88.0666641
7204,,,42.9990742,-87.9186812
4179,,,43.0598265,-88.0650676
8533,,,42.961184,-87.8827963
7203,,,42.9974421,-87.9187367
4170,,,43.0455861,-88.0570726
4171,,,43.0455297,-88.0595553
230,,,42.9882249,-88.0402497
231,,,42.988249,-88.0467464
232,,,42.9883076,-88.0544757
233,,,42.9879103,-88.0521144
234,,,42.987974,-88.0457608
235,,,42.987936,-88.0406852
236,,,42.9880381,-88.032147
237,,,42.988095,-88.027674
238,,,42.988067,-88.0238541
4169,,,43.0456843,-88.053668
239,,,42.9881263,-88.0178071
8527,,,43.0027667,-88.0542142
8528,,,43.007288,-88.022807
8526,,,43.0027387,-88.0511413
8541,,,43.0321054,-87.9128244
4184,,,43.0618944,-88.0474851
4185,,,43.0675332,-88.0475745
7211,,,43.0120921,-87.9183879
4186,,,43.0701921,-88.0477029
7210,,,43.0100047,-87.9184589
7213,,,43.0168439,-87.9181364
4187,,,43.0722008,-88.0476874
7212,,,43.0139177,-87.9182659
4188,,,43.0742049,-88.0477208
1909,,,43.1140986,-87.9334556
4189,,,43.0770725,-88.0476965
7215,,,43.0198018,-87.9182415
1908,,,42.9656045,-87.9292479
7214,,,43.018889,-87.9181566
4180,,,43.0598119,-88.0634025
240,,,42.9881684,-88.0079772
4181,,,43.0598818,-88.0591372
4182,,,43.0599458,-88.0566162
241,,,42.9882314,-87.9978251
242,,,43.1762337,-88.0102488
243,,,42.9882663,-87.9781069
244,,,42.9882982,-87.9682062
245,,,42.9883476,-87.958417
246,,,42.9884558,-87.9485772
247,,,42.9883265,-87.9387079
248,,,42.9882564,-87.9340969
249,,,42.9881668,-87.9290266
7206,,,43.0027245,-87.9186767
8538,,,42.9623357,-87.8892817
1907,,,42.9668061,-87.9292147
7205,,,43.0017224,-87.9186621
7208,,,43.0062859,-87.9184658
1905,,,42.9703665,-87.9292475
8536,,,42.959246,-87.8510261
8537,,,42.9596281,-87.878195
7207,,,43.0045041,-87.9185862
1903,,,42.9757634,-87.9291547
7209,,,43.0081779,-87.9185211
1902,,,42.9776238,-87.9291291
1901,,,42.9792534,-87.929089
1900,,,42.9830586,-87.9290013
4194,,,43.0916042,-88.0475131
7220,,,43.0312473,-87.9181138
8553,,,42.9842478,-87.9754659
4195,,,43.0943356,-88.0489875
7222,,,43.0373951,-87.9188586
4196,,,43.0968174,-88.050953
4197,,,43.0989155,-88.0519909
4198,,,43.1028559,-88.0527492
8556,,,43.0495497,-87.9035503
8557,,,43.0288655,-87.9111167
7226,,,43.0511067,-87.9185267
8555,,,43.0291706,-87.9106911
7225,,,43.0482681,-87.9185103
1919,,,42.9376952,-87.92959
4190,,,43.0800546,-88.0476312
4191,,,43.0817672,-88.0476327
250,,,42.9882074,-87.9241875
4192,,,43.0855733,-88.0476009
251,,,42.9881977,-87.9193052
252,,,42.9858119,-87.9144815
4193,,,43.0893943,-88.0474789
1910,,,42.9628763,-87.9296952
256,,,43.0710011,-87.8904566
257,,,43.074462,-87.8877913
258,,,43.075568,-87.887783
259,,,43.0774981,-87.8854549
7217,,,43.023058,-87.9181494
1918,,,42.9350012,-87.9296586
1917,,,42.9395116,-87.9295584
1916,,,43.1170348,-87.9341805
7218,,,43.0254484,-87.9181428
1915,,,42.9466364,-87.929396
1914,,,42.9495155,-87.9295453
1913,,,42.9521986,-87.9294845
1912,,,42.9539986,-87.9294573
1911,,,42.9572557,-87.9294144
7231,,,43.0619968,-87.9198477
7233,,,43.0693269,-87.9198079
7232,,,43.0656571,-87.9197943
7235,,,43.0713553,-87.9237184
7234,,,43.0713231,-87.9212075
7237,,,43.071436,-87.9302559
7236,,,43.0713858,-87.9265925
260,,,43.0774969,-87.8839161
261,,,43.0774874,-87.8798653
262,,,43.0775071,-87.8782771
263,,,43.0759475,-87.8780954
264,,,43.0748967,-87.8781169
1920,,,42.9334039,-87.9296603
265,,,43.0747631,-87.8825806
266,,,43.0710047,-87.8906512
267,,,43.0676782,-87.9212042
268,,,43.0677457,-87.9291118
269,,,43.0678679,-87.937347
1929,,,42.939184,-87.9293529
7228,,,43.0550464,-87.9184449
1928,,,42.9373954,-87.9294058
7227,,,43.0529662,-87.9184559
8558,,,43.0186772,-87.9804757
1927,,,42.9348331,-87.92947
1926,,,42.9333012,-87.9294471
7229,,,43.0563077,-87.9183758
1925,,,42.9251765,-87.9309168
1924,,,42.9253129,-87.9323762
1923,,,42.9254436,-87.9305119
1922,,,42.9289656,-87.9304004
7242,,,43.076767,-87.9384657
7241,,,43.075647,-87.9370957
7244,,,43.0811152,-87.9439691
7243,,,43.0787772,-87.9409551
7246,,,43.083527,-87.9469658
7245,,,43.0823074,-87.9455465
7248,,,43.086089,-87.9496245
7247,,,43.0846366,-87.9482279
270,,,43.0679738,-87.9479
271,,,43.1823981,-88.0041446
272,,,43.0603318,-87.9576001
273,,,43.0548166,-87.9576758
7240,,,43.0751472,-87.9364761
274,,,43.0488756,-87.9577357
1932,,,42.9495066,-87.9292056
275,,,43.0447535,-87.9577499
1931,,,42.9463471,-87.9291854
276,,,43.0389996,-87.9578336
1930,,,42.9419111,-87.929298
277,,,43.0218077,-87.9578464
278,,,43.0168357,-87.9553156
279,,,43.0168374,-87.9481042
1939,,,42.9700684,-87.9290072
1937,,,42.9663725,-87.929065
1936,,,42.9628272,-87.9291064
1935,,,42.9569657,-87.9290169
1934,,,42.9535271,-87.9291855
1933,,,42.9518364,-87.9291866
7253,,,43.0988058,-87.9574749
7252,,,43.0972157,-87.9568052
7255,,,43.1023805,-87.9589173
7254,,,43.1006259,-87.9582643
7257,,,43.1062458,-87.9606573
7256,,,43.1044267,-87.9597666
7259,,,43.109727,-87.9622455
7258,,,43.1081869,-87.9616151
280,,,43.0169731,-87.9396765
281,,,43.0169504,-87.9334421
282,,,43.0169918,-87.9254737
283,,,43.0125159,-87.9256517
7251,,,43.0952568,-87.9568445
284,,,43.0030057,-87.9286553
7250,,,43.0896579,-87.9519651
285,,,42.9957229,-87.9287335
1943,,,42.9790474,-87.9289277
286,,,42.9885355,-87.9289282
287,,,42.9812454,-87.9290552
1942,,,42.9773078,-87.9289567
288,,,42.9740207,-87.9291576
1941,,,42.9754776,-87.9289849
289,,,42.9596785,-87.9293773
7249,,,43.0878651,-87.9513249
1949,,,42.9935162,-87.9285839
1948,,,42.9917985,-87.9286084
1947,,,42.9900431,-87.9286678
1946,,,42.9863088,-87.9287343
1945,,,42.9845971,-87.9287848
1944,,,42.9826876,-87.928827
7264,,,42.9617275,-87.9170059
7263,,,42.9635689,-87.9171413
7266,,,42.9549996,-87.9099484
7265,,,42.9593501,-87.9098111
7268,,,42.9517235,-87.9094026
7267,,,42.9522248,-87.9099497
7269,,,42.9549515,-87.9094232
290,,,42.9450216,-87.9294917
291,,,42.9304676,-87.9299836
7260,,,43.111678,-87.9631469
7262,,,42.9664574,-87.9172075
296,,,42.9934604,-88.1193399
7261,,,42.9664463,-87.9188448
1954,,,43.0062766,-87.926211
1953,,,43.0043669,-87.9283474
298,,,43.1788068,-88.0112787
299,,,43.1789257,-88.011331
1952,,,43.0011404,-87.9284118
1951,,,42.9991077,-87.9284731
1950,,,42.9975245,-87.9284968
1959,,,43.0189067,-87.9252741
1958,,,43.0169032,-87.9252822
1957,,,43.0139658,-87.9253968
1956,,,43.0100784,-87.9254875
1955,,,43.0082,-87.9255811
7270,,,42.9590176,-87.9094899
1965,,,43.0427065,-87.9143971
1964,,,43.0360042,-87.918891
1963,,,43.0413477,-87.9133396
1962,,,43.0400691,-87.9121634
1961,,,43.0230774,-87.925215
1960,,,43.0210064,-87.9252777
1968,,,43.0482176,-87.9142076
1967,,,43.0454752,-87.9142293
7286,,,43.0105327,-87.9674753
7288,,,43.0927767,-88.0376566
7289,,,43.0950888,-88.0375711
7280,,,43.0103557,-87.968016
7283,,,42.9952844,-88.0415566
1976,,,43.0601961,-87.914071
1975,,,43.0582574,-87.9140874
1974,,,43.0563971,-87.9141172
1973,,,43.0550008,-87.9141574
1972,,,43.0537329,-87.9141669
1971,,,43.0528638,-87.9036238
1970,,,43.051056,-87.9142657
1979,,,43.0655955,-87.9140354
1978,,,43.0637257,-87.9140109
1977,,,43.0620392,-87.914043
1990,,,43.0838968,-87.9231949
7291,,,43.1010759,-88.0374874
7290,,,43.0985067,-88.0374651
7292,,,43.1047319,-88.037501
7295,,,43.0674765,-88.0549955
1987,,,43.080585,-87.9172695
1986,,,43.078757,-87.9159337
1985,,,43.0774363,-87.9152745
1984,,,43.076196,-87.914601
1983,,,43.0746144,-87.9139167
1982,,,43.072856,-87.9139374
1981,,,43.0692172,-87.913968
1980,,,43.0674178,-87.9140256
1989,,,43.0829367,-87.9209697
1988,,,43.0821267,-87.9191476
1998,,,43.093715,-87.9417917
1996,,,43.0911976,-87.9381361
1995,,,43.0899273,-87.9361942
1994,,,43.0882463,-87.9330979
1993,,,43.0870852,-87.9305272
1992,,,43.0861168,-87.928287
1991,,,43.0850575,-87.9258853
1999,,,43.0949223,-87.9435689
9014,,,43.0212609,-88.1068892
9015,,,43.0214424,-88.1072382
9018,,,43.0065987,-88.1128653
9019,,,43.0042318,-88.1248288
9016,,,43.0173312,-88.1068933
9017,,,43.016208,-88.1073126
9010,,,42.9371839,-88.1164665
3704,,,43.0606859,-87.9644866
3705,,,43.0607059,-87.9672969
3706,,,43.0607172,-87.9699241
3707,,,43.0607079,-87.9723236
3708,,,43.0607475,-87.9745456
3709,,,43.0607683,-87.9778762
3700,,,43.0606769,-87.9551144
3702,,,43.0606671,-87.9597673
3703,,,43.0606769,-87.9621475
9025,,,42.9972856,-88.1247003
9026,,,42.9968728,-88.119235
9023,,,42.9989444,-88.1276967
9024,,,42.9972515,-88.1249933
9029,,,42.9897994,-88.1202262
9027,,,42.996716,-88.1189164
9028,,,42.9934019,-88.1191084
9021,,,43.0025867,-88.1247592
9022,,,42.9989266,-88.1278831
9020,,,43.0033375,-88.124535
3715,,,43.0607887,-87.9920352
3716,,,43.0608021,-87.9948158
3717,,,43.0608176,-87.9974054
3718,,,43.0608101,-87.9996289
